45000011;45000011;45000011;45000011
42500123;42500123;42500123;42500123
42882806;42882806;42882806;42882806
42882805;42882805;42882805;42882805
42805879;42805879;42805879;42805879
42882804;42882804;42882804;42882804
42882803;42882803;42882803;42882803
42805878;42805878;42805878;42805878
42980067;42980067;42980067;42980067
42980066;42980066;42980066;42980066
42980065;42980065;42980065;42980065
42805877;42805877;42805877;42805877
42980064;42980064;42980064;42980064
42805876;42805876;42805876;42805876
42882802;42882802;42882802;42882802
42882801;42882801;42882801;42882801
42882800;42882800;42882800;42882800
42002083;42002083;42002083;42002083
42980063;42980063;42980063;42980063
42882799;42882799;42882799;42882799
42882798;42882798;42882798;42882798
42882797;42882797;42882797;42882797
42980062;42980062;42980062;42980062
42882796;42882796;42882796;42882796
42882795;42882795;42882795;42882795
42805874;42805874;42805874;42805874
42882794;42882794;42882794;42882794
42805873;42805873;42805873;42805873
42882793;42882793;42882793;42882793
42805872;42805872;42805872;42805872
42805871;42805871;42805871;42805871
42882792;42882792;42882792;42882792
42882790;42882790;42882790;42882790
42882791;42882791;42882791;42882791
42882789;42882789;42882789;42882789
42882788;42882788;42882788;42882788
42882787;42882787;42882787;42882787
42805870;42805870;42805870;42805870
42805869;42805869;42805869;42805869
42890055;42890055;42890055;42890055
42805868;42805868;42805868;42805868
42805867;42805867;42805867;42805867
42805866;42805866;42805866;42805866
42882786;42882786;42882786;42882786
42805865;42805865;42805865;42805865
42805864;42805864;42805864;42805864
42882785;42882785;42882785;42882785
42805863;42805863;42805863;42805863
42882784;42882784;42882784;42882784
42805862;42805862;42805862;42805862
42882783;42882783;42882783;42882783
42805861;42805861;42805861;42805861
42882782;42882782;42882782;42882782
42882781;42882781;42882781;42882781
42882780;42882780;42882780;42882780
42882779;42882779;42882779;42882779
42805860;42805860;42805860;42805860
42805859;42805859;42805859;42805859
42882778;42882778;42882778;42882778
42805858;42805858;42805858;42805858
42882777;42882777;42882777;42882777
42805857;42805857;42805857;42805857
42860033;42860033;42860033;42860033
42805856;42805856;42805856;42805856
42805855;42805855;42805855;42805855
42805854;42805854;42805854;42805854
42882776;42882776;42882776;42882776
42890054;42890054;42890054;42890054
42882775;42882775;42882775;42882775
42805853;42805853;42805853;42805853
42860032;42860032;42860032;42860032
42882774;42882774;42882774;42882774
42882773;42882773;42882773;42882773
42882770;42882770;42882770;42882770
42805852;42805852;42805852;42805852
42980061;42980061;42980061;42980061
42882772;42882772;42882772;42882772
42882771;42882771;42882771;42882771
42805851;42805851;42805851;42805851
42882769;42882769;42882769;42882769
42805850;42805850;42805850;42805850
42805849;42805849;42805849;42805849
42805848;42805848;42805848;42805848
42882768;42882768;42882768;42882768
42882767;42882767;42882767;42882767
42805847;42805847;42805847;42805847
42882766;42882766;42882766;42882766
42882765;42882765;42882765;42882765
42805846;42805846;42805846;42805846
42882764;42882764;42882764;42882764
42890053;42890053;42890053;42890053
42805845;42805845;42805845;42805845
42882763;42882763;42882763;42882763
42805844;42805844;42805844;42805844
42882762;42882762;42882762;42882762
42890052;42890052;42890052;42890052
42805843;42805843;42805843;42805843
42882761;42882761;42882761;42882761
42882734;42882734;42882734;42882734
42882760;42882760;42882760;42882760
42805841;42805841;42805841;42805841
42882755;42882755;42882755;42882755
42805840;42805840;42805840;42805840
42500122;42500122;42500122;42500122
42882759;42882759;42882759;42882759
42805839;42805839;42805839;42805839
42890051;42890051;42890051;42890051
42882248;42882248;42882248;42882248
42882758;42882758;42882758;42882758
42882757;42882757;42882757;42882757
42890050;42890050;42890050;42890050
42882756;42882756;42882756;42882756
42500121;42500121;42500121;42500121
42890049;42890049;42890049;42890049
42890049;42890049;42890049;42890049
42805838;42805838;42805838;42805838
42805837;42805837;42805837;42805837
42890048;42890048;42890048;42890048
42882754;42882754;42882754;42882754
42805836;42805836;42805836;42805836
42805835;42805835;42805835;42805835
42882753;42882753;42882753;42882753
42805834;42805834;42805834;42805834
42882752;42882752;42882752;42882752
42882751;42882751;42882751;42882751
42805833;42805833;42805833;42805833
42882750;42882750;42882750;42882750
42882749;42882749;42882749;42882749
42805832;42805832;42805832;42805832
42882748;42882748;42882748;42882748
42890047;42890047;42890047;42890047
42882747;42882747;42882747;42882747
42882746;42882746;42882746;42882746
42882745;42882745;42882745;42882745
42882744;42882744;42882744;42882744
42882743;42882743;42882743;42882743
42882742;42882742;42882742;42882742
42805831;42805831;42805831;42805831
42805830;42805830;42805830;42805830
42882741;42882741;42882741;42882741
46880005;46880005;46880005;46880005
42882740;42882740;42882740;42882740
42805829;42805829;42805829;42805829
42882735;42882735;42882735;42882735
42882739;42882739;42882739;42882739
42882738;42882738;42882738;42882738
42882737;42882737;42882737;42882737
42805828;42805828;42805828;42805828
42882736;42882736;42882736;42882736
42882723;42882723;42882723;42882723
42882733;42882733;42882733;42882733
42805827;42805827;42805827;42805827
42805826;42805826;42805826;42805826
42805824;42805824;42805824;42805824
42805825;42805825;42805825;42805825
42805823;42805823;42805823;42805823
42882732;42882732;42882732;42882732
42882731;42882731;42882731;42882731
42805822;42805822;42805822;42805822
42882730;42882730;42882730;42882730
42882729;42882729;42882729;42882729
42882728;42882728;42882728;42882728
42882727;42882727;42882727;42882727
42882726;42882726;42882726;42882726
42805821;42805821;42805821;42805821
46880004;46880004;46880004;46880004
4680004;4680004;4680004;4680004
42882725;42882725;42882725;42882725
42882724;42882724;42882724;42882724
42882722;42882722;42882722;42882722
42805820;42805820;42805820;42805820
42882721;42882721;42882721;42882721
42805819;42805819;42805819;42805819
42805818;42805818;42805818;42805818
42882720;42882720;42882720;42882720
42882719;42882719;42882719;42882719
42882718;42882718;42882718;42882718
42805817;42805817;42805817;42805817
42882717;42882717;42882717;42882717
42882716;42882716;42882716;42882716
42900131;42900131;42900131;42900131
42882713;42882713;42882713;42882713
42805816;42805816;42805816;42805816
42882715;42882715;42882715;42882715
42805815;42805815;42805815;42805815
42805814;42805814;42805814;42805814
42805813;42805813;42805813;42805813
42882714;42882714;42882714;42882714
42882712;42882712;42882712;42882712
42882711;42882711;42882711;42882711
42882710;42882710;42882710;42882710
42882709;42882709;42882709;42882709
42882707;42882707;42882707;42882707
42882708;42882708;42882708;42882708
42882706;42882706;42882706;42882706
42882705;42882705;42882705;42882705
42882704;42882704;42882704;42882704
42805812;42805812;42805812;42805812
42882703;42882703;42882703;42882703
42882702;42882702;42882702;42882702
42882701;42882701;42882701;42882701
42805811;42805811;42805811;42805811
42882700;42882700;42882700;42882700
42882699;42882699;42882699;42882699
42805810;42805810;42805810;42805810
42002082;42002082;42002082;42002082
42882698;42882698;42882698;42882698
42805809;42805809;42805809;42805809
42805808;42805808;42805808;42805808
42882697;42882697;42882697;42882697
42882696;42882696;42882696;42882696
42805807;42805807;42805807;42805807
42805806;42805806;42805806;42805806
42002081;42002081;42002081;42002081
42882695;42882695;42882695;42882695
42882694;42882694;42882694;42882694
42805804;42805804;42805804;42805804
42805803;42805803;42805803;42805803
42805802;42805802;42805802;42805802
42882693;42882693;42882693;42882693
42805801;42805801;42805801;42805801
42882692;42882692;42882692;42882692
42805800;42805800;42805800;42805800
42805799;42805799;42805799;42805799
42882691;42882691;42882691;42882691
42882690;42882690;42882690;42882690
42882689;42882689;42882689;42882689
42805798;42805798;42805798;42805798
42500120;42500120;42500120;42500120
42480015;42480015;42480015;42480015
42805797;42805797;42805797;42805797
42805796;42805796;42805796;42805796
42805795;42805795;42805795;42805795
42882688;42882688;42882688;42882688
42882687;42882687;42882687;42882687
42882686;42882686;42882686;42882686
42805794;42805794;42805794;42805794
42882685;42882685;42882685;42882685
42882684;42882684;42882684;42882684
42882683;42882683;42882683;42882683
42882682;42882682;42882682;42882682
42900130;42900130;42900130;42900130
42882681;42882681;42882681;42882681
42002080;42002080;42002080;42002080
42882680;42882680;42882680;42882680
42002079;42002079;42002079;42002079
42882679;42882679;42882679;42882679
42805793;42805793;42805793;42805793
42890046;42890046;42890046;42890046
42882678;42882678;42882678;42882678
42805792;42805792;42805792;42805792
42805791;42805791;42805791;42805791
42890045;42890045;42890045;42890045
42882677;42882677;42882677;42882677
42882676;42882676;42882676;42882676
42882675;42882675;42882675;42882675
42882673;42882673;42882673;42882673
42882674;42882674;42882674;42882674
42890044;42890044;42890044;42890044
42805790;42805790;42805790;42805790
42882672;42882672;42882672;42882672
42805789;42805789;42805789;42805789
42805788;42805788;42805788;42805788
42805787;42805787;42805787;42805787
42890043;42890043;42890043;42890043
42882671;42882671;42882671;42882671
42882670;42882670;42882670;42882670
42882669;42882669;42882669;42882669
42002078;42002078;42002078;42002078
42805786;42805786;42805786;42805786
42805785;42805785;42805785;42805785
42882668;42882668;42882668;42882668
42805784;42805784;42805784;42805784
42805783;42805783;42805783;42805783
42882667;42882667;42882667;42882667
42882666;42882666;42882666;42882666
42882665;42882665;42882665;42882665
42882664;42882664;42882664;42882664
42805782;42805782;42805782;42805782
42882663;42882663;42882663;42882663
42805781;42805781;42805781;42805781
42011744;42011744;42011744;42011744
42882662;42882662;42882662;42882662
42805780;42805780;42805780;42805780
46880003;46880003;46880003;46880003
42805779;42805779;42805779;42805779
42882661;42882661;42882661;42882661
42805778;42805778;42805778;42805778
48000057;48000057;48000057;48000057
42580029;42580029;42580029;42580029
42882660;42882660;42882660;42882660
42882659;42882659;42882659;42882659
42882658;42882658;42882658;42882658
42882657;42882657;42882657;42882657
42805777;42805777;42805777;42805777
42890042;42890042;42890042;42890042
42882656;42882656;42882656;42882656
42805776;42805776;42805776;42805776
42882655;42882655;42882655;42882655
42805775;42805775;42805775;42805775
42882654;42882654;42882654;42882654
42882653;42882653;42882653;42882653
42805774;42805774;42805774;42805774
42882652;42882652;42882652;42882652
42882651;42882651;42882651;42882651
42805773;42805773;42805773;42805773
42882650;42882650;42882650;42882650
42080021;42080021;42080021;42080021
42882648;42882648;42882648;42882648
42882649;42882649;42882649;42882649
42011743;42011743;42011743;42011743
42882647;42882647;42882647;42882647
42805771;42805771;42805771;42805771
42805772;42805772;42805772;42805772
42882646;42882646;42882646;42882646
42882645;42882645;42882645;42882645
42805770;42805770;42805770;42805770
42882644;42882644;42882644;42882644
42882643;42882643;42882643;42882643
42805769;42805769;42805769;42805769
42882642;42882642;42882642;42882642
42882641;42882641;42882641;42882641
42882640;42882640;42882640;42882640
42882639;42882639;42882639;42882639
42805768;42805768;42805768;42805768
42882638;42882638;42882638;42882638
42882637;42882637;42882637;42882637
42882636;42882636;42882636;42882636
42882635;42882635;42882635;42882635
42805767;42805767;42805767;42805767
42882634;42882634;42882634;42882634
42805766;42805766;42805766;42805766
42805765;42805765;42805765;42805765
42805764;42805764;42805764;42805764
42805763;42805763;42805763;42805763
42805762;42805762;42805762;42805762
42805761;42805761;42805761;42805761
42882633;42882633;42882633;42882633
42805760;42805760;42805760;42805760
42882632;42882632;42882632;42882632
42805756;42805756;42805756;42805756
42805759;42805759;42805759;42805759
42805758;42805758;42805758;42805758
42805757;42805757;42805757;42805757
42882631;42882631;42882631;42882631
42990005;42990005;42990005;42990005
42805754;42805754;42805754;42805754
42805753;42805753;42805753;42805753
42882630;42882630;42882630;42882630
42805752;42805752;42805752;42805752
42882629;42882629;42882629;42882629
42805751;42805751;42805751;42805751
42882628;42882628;42882628;42882628
42882627;42882627;42882627;42882627
42805750;42805750;42805750;42805750
46880002;46880002;46880002;46880002
42860031;42860031;42860031;42860031
42805749;42805749;42805749;42805749
42805748;42805748;42805748;42805748
42805747;42805747;42805747;42805747
42805746;42805746;42805746;42805746
42882626;42882626;42882626;42882626
42805745;42805745;42805745;42805745
42890041;42890041;42890041;42890041
42805744;42805744;42805744;42805744
42882625;42882625;42882625;42882625
42882624;42882624;42882624;42882624
42011742;42011742;42011742;42011742
42882623;42882623;42882623;42882623
42882622;42882622;42882622;42882622
42805743;42805743;42805743;42805743
42882621;42882621;42882621;42882621
42500119;42500119;42500119;42500119
42882620;42882620;42882620;42882620
42882619;42882619;42882619;42882619
42882618;42882618;42882618;42882618
42805742;42805742;42805742;42805742
42882617;42882617;42882617;42882617
42805741;42805741;42805741;42805741
42805740;42805740;42805740;42805740
42980060;42980060;42980060;42980060
42805739;42805739;42805739;42805739
42882616;42882616;42882616;42882616
42882615;42882615;42882615;42882615
42805738;42805738;42805738;42805738
42882614;42882614;42882614;42882614
42882613;42882613;42882613;42882613
42882612;42882612;42882612;42882612
42882611;42882611;42882611;42882611
42882610;42882610;42882610;42882610
42805737;42805737;42805737;42805737
42882609;42882609;42882609;42882609
42882608;42882608;42882608;42882608
42805736;42805736;42805736;42805736
42805735;42805735;42805735;42805735
42882607;42882607;42882607;42882607
42882606;42882606;42882606;42882606
